HSTNUMSYS,HSTNUM,HSTNAME,AGS,KOMMUNE,ORTSTEIL,WGS84_RW_X_1000000,WGS84_HW_X_1000000,GLOBAL_ID
AVV,1001,"Aachen, Bushof",05334002,Aachen,Aachen,6089768,50776453,de:05334:1001
AVV,1002,"Aachen, Kaiser-Friedrich-Park",05334002,Aachen,Aachen,6075421,50759141,de:05334:1002
AVV,1003,"Aachen, Ehrenmal / Lousberg",05334002,Aachen,Aachen,6083328,50782274,de:05334:1003
AVV,1004,"Aachen, STAWAG",05334002,Aachen,Aachen,6100047,50783114,de:05334:1004
AVV,1005,"Aachen, Misereor",05334002,Aachen,Aachen,6083912,50768538,de:05334:1005
AVV,1006,"Aachen, Ritterstraße",05334002,Aachen,Aachen,6065102,50788353,de:05334:1006
AVV,1007,"Aachen, Hauptbahnhof (Bus)",05334002,Aachen,Aachen,6090632,50768748,de:05334:1007
AVV,1008,"Aachen, Hbf",05334002,Aachen,Aachen,6092047,50767722,de:05334:1008
AVV,1009,"Aachen, Alter Posthof",05334002,Aachen,Aachen,6084670,50772043,de:05334:1009
AVV,1011,"Aachen, Kaiserplatz",05334002,Aachen,Aachen,6095593,50775702,de:05334:1011
AVV,1014,"Aachen, Schanz (Vaalser Straße)",05334002,Aachen,Aachen,6073752,50770738,de:05334:1014
AVV,1015,"Aachen, Schanz (Jakobstraße)",05334002,Aachen,Aachen,6074104,50769102,de:05334:1015
AVV,1016,"Aachen, Schanz Bf",05334002,Aachen,Aachen,6073751,50769857,de:05334:1016
AVV,1017,"Aachen, Theater",05334002,Aachen,Aachen,6088498,50772022,de:05334:1017
AVV,1019,"Aachen, Annastraße (Hans-Stercken-Platz)",05334002,Aachen,Aachen,6080262,50772477,de:05334:1019
AVV,1021,"Aachen, Audimax",05334002,Aachen,Aachen,6075171,50779861,de:05334:1021
AVV,1023,"Aachen, Augustastraße (Suermondt-Ludwig-Museum)",05334002,Aachen,Aachen,6095814,50772699,de:05334:1023
AVV,1025,"Aachen, Bastei",05334002,Aachen,Aachen,6089298,50782674,de:05334:1025
AVV,1026,"Aachen, Karolingerstraße",05334002,Aachen,Aachen,6093277,50787039,de:05334:1026
AVV,1027,"Aachen, Driescher Gässchen (RWTH Aachen)",05334002,Aachen,Aachen,6081805,50779263,de:05334:1027
AVV,1029,"Aachen, Elisenbrunnen",05334002,Aachen,Aachen,6087509,50774162,de:05334:1029
AVV,1031,"Aachen, Eurogress",05334002,Aachen,Aachen,6090698,50780767,de:05334:1031
AVV,1033,"Aachen, Hansemannplatz",05334002,Aachen,Aachen,6094378,50777860,de:05334:1033
AVV,1035,"Aachen, Jakobsplatz",05334002,Aachen,Aachen,6075596,50771042,de:05334:1035
AVV,1037,"Aachen, Markt (Judengasse)",05334002,Aachen,Aachen,6081500,50775389,de:05334:1037
AVV,1039,"Aachen, Karlsgraben",05334002,Aachen,Aachen,6077229,50772785,de:05334:1039
AVV,1041,"Aachen, Königstraße",05334002,Aachen,Aachen,6075674,50775510,de:05334:1041
AVV,1043,"Aachen, Lochnerstraße",05334002,Aachen,Aachen,6072494,50772815,de:05334:1043
AVV,1045,"Aachen, Luisenhospital",05334002,Aachen,Aachen,6077534,50768416,de:05334:1045
AVV,1047,"Aachen, Minoritenstraße",05334002,Aachen,Aachen,6085575,50778469,de:05334:1047
AVV,1049,"Aachen, Normaluhr",05334002,Aachen,Aachen,6095240,50769428,de:05334:1049
AVV,1051,"Aachen, Paulusstraße",05334002,Aachen,Aachen,6078904,50774060,de:05334:1051
AVV,1054,"Aachen, Kármán-Auditorium (RWTH Aachen)",05334002,Aachen,Aachen,6080128,50777224,de:05334:1054
AVV,1055,"Aachen, Ponttor",05334002,Aachen,Aachen,6077839,50781711,de:05334:1055
AVV,1057,"Aachen, Technische Hochschule",05334002,Aachen,Aachen,6077945,50777351,de:05334:1057
AVV,1059,"Aachen, Turmstraße",05334002,Aachen,Aachen,6072299,50775027,de:05334:1059
AVV,1061,"Aachen, Wallstraße",05334002,Aachen,Aachen,6091147,50771013,de:05334:1061
AVV,1063,"Aachen, Willy-Brandt-Platz",05334002,Aachen,Aachen,6091879,50775741,de:05334:1063
AVV,1065,"Aachen, Rolandstraße",05334002,Aachen,Aachen,6096127,50786803,de:05334:1065
AVV,1067,"Aachen, Blücherplatz",05334002,Aachen,Aachen,6100735,50780120,de:05334:1067
AVV,1069,"Aachen, Elsa-Brändström-Straße",05334002,Aachen,Aachen,6090083,50785262,de:05334:1069
AVV,1071,"Aachen, Europaplatz",05334002,Aachen,Aachen,6109580,50779016,de:05334:1071
AVV,1073,"Aachen, Carolus Thermen",05334002,Aachen,Aachen,6097724,50784231,de:05334:1073
AVV,1074,"Aachen, Lombardenstraße",05334002,Aachen,Aachen,6099043,50784508,de:05334:1074
AVV,1075,"Aachen, Ludwig Forum",05334002,Aachen,Aachen,6103162,50781413,de:05334:1075
AVV,1077,"Aachen, Alter Tivoli",05334002,Aachen,Aachen,6096758,50790434,de:05334:1077
AVV,1079,"Aachen, Ungarnplatz (Carolus Thermen)",05334002,Aachen,Aachen,6098059,50781876,de:05334:1079
AVV,1081,"Aachen, Wiesental",05334002,Aachen,Aachen,6105900,50781994,de:05334:1081
AVV,1083,"Aachen, Bendplatz",05334002,Aachen,Aachen,6073973,50784464,de:05334:1083
AVV,1084,"Aachen, Bendplatz (Kühlwetterstraße)",05334002,Aachen,Aachen,6071805,50782528,de:05334:1084
AVV,1085,"Aachen, Westbahnhof (Bus)",05334002,Aachen,Aachen,6072620,50781112,de:05334:1085
AVV,1086,"Aachen, West Bf",05334002,Aachen,Aachen,6070875,50780385,de:05334:1086
AVV,1087,"Aachen, Europadorf",05334002,Aachen,Aachen,6063285,50786988,de:05334:1087
AVV,1088,"Aachen, Bendplatz (Henricistraße)",05334002,Aachen,Aachen,6072417,50783576,de:05334:1088
AVV,1089,"Aachen, Jupp-Müller-Straße",05334002,Aachen,Aachen,6070304,50786822,de:05334:1089
AVV,1091,"Aachen, Laurensberg Kackertstraße",05334002,Aachen,Laurensberg,6061886,50790926,de:05334:1091
AVV,1092,"Aachen, Gewerbegebiet Schlottfeld",05334002,Aachen,Laurensberg,6059248,50790604,de:05334:1092
AVV,1093,"Aachen, Süsterau",05334002,Aachen,Aachen,6061032,50788957,de:05334:1093
AVV,1095,"Aachen, Süsterfeld",05334002,Aachen,Aachen,6067917,50784153,de:05334:1095
AVV,1099,"Aachen, Josefskirche (Justizzentrum)",05334002,Aachen,Aachen,6107315,50774379,de:05334:1099
AVV,1101,"Aachen, Frankenberg",05334002,Aachen,Aachen,6108956,50766926,de:05334:1101
AVV,1103,"Aachen, Goerdelerstraße",05334002,Aachen,Aachen,6112609,50770967,de:05334:1103
AVV,1105,"Aachen, Scheibenstraße",05334002,Aachen,Aachen,6101304,50774502,de:05334:1105
AVV,1107,"Aachen, Schlossstraße",05334002,Aachen,Aachen,6101109,50769495,de:05334:1107
AVV,1109,"Aachen, Viktoriaallee",05334002,Aachen,Aachen,6107844,50770343,de:05334:1109
AVV,1111,"Aachen, Vogelsang",05334002,Aachen,Aachen,6107049,50757219,de:05334:1111
AVV,1113,"Aachen, Beverau",05334002,Aachen,Aachen,6112409,50758652,de:05334:1113
AVV,1115,"Aachen, Juttastraße",05334002,Aachen,Aachen,6105566,50759549,de:05334:1115
AVV,1117,"Aachen, Wilhelm-Pitz-Weg",05334002,Aachen,Aachen,6100752,50761638,de:05334:1117
AVV,1119,"Aachen, Zwanzigmorgen",05334002,Aachen,Aachen,6110776,50763148,de:05334:1119
AVV,1121,"Aachen, Brand Hermann-Löns-Straße",05334002,Aachen,Brand,6169520,50761765,de:05334:1121
AVV,1123,"Aachen, Brand Kolpingstraße",05334002,Aachen,Brand,6171662,50750750,de:05334:1123
AVV,1125,"Aachen, Brand Am Tiergarten",05334002,Aachen,Brand,6169286,50755850,de:05334:1125
AVV,1126,"Aachen, Brand Eilendorfer Straße/Friedhof",05334002,Aachen,Brand,6173335,50755666,de:05334:1126
AVV,1127,"Aachen, Brand",05334002,Aachen,Brand,6164770,50749295,de:05334:1127
AVV,1128,"Aachen, Brand Am Reulert",05334002,Aachen,Brand,6175629,50750164,de:05334:1128
AVV,1129,"Aachen, Richard-Wagner-Straße (Columbarium)",05334002,Aachen,Brand,6163455,50754169,de:05334:1129
AVV,1131,"Aachen, Brand Hochstraße",05334002,Aachen,Brand,6162549,50746233,de:05334:1131
AVV,1132,"Aachen, Brand Georgstraße",05334002,Aachen,Brand,6172298,50748139,de:05334:1132
AVV,1133,"Aachen, Brand Ringstraße",05334002,Aachen,Brand,6159620,50751558,de:05334:1133
AVV,1134,"Aachen, Brand Brahmsstraße",05334002,Aachen,Brand,6163606,50756785,de:05334:1134
AVV,1135,"Aachen, Brand Schulzentrum",05334002,Aachen,Brand,6155265,50750126,de:05334:1135
AVV,1136,"Aachen, Brand Kleinbahnstraße",05334002,Aachen,Brand,6170873,50749018,de:05334:1136
AVV,1137,"Aachen, Brand Schwimmhalle",05334002,Aachen,Brand,6157636,50747048,de:05334:1137
AVV,1138,"Aachen, Brand Markt",05334002,Aachen,Brand,6166340,50747308,de:05334:1138
AVV,1139,"Aachen, Brander Feld",05334002,Aachen,Brand,6148014,50746620,de:05334:1139
AVV,1140,"Aachen, Brand Vennbahnbogen",05334002,Aachen,Brand,6153399,50742703,de:05334:1140
AVV,1141,"Aachen, Brand Eckenerstraße",05334002,Aachen,Brand,6154074,50754029,de:05334:1141
AVV,1143,"Aachen, Brand Eilendorfer Straße",05334002,Aachen,Brand,6177136,50751946,de:05334:1143
AVV,1145,"Aachen, Brand Erberichshofstraße",05334002,Aachen,Brand,6172524,50757680,de:05334:1145
AVV,1146,"Aachen, Brander Heide (Nordstraße)",05334002,Aachen,Brand,6166254,50760179,de:05334:1146
AVV,1147,"Aachen, Brand Freund",05334002,Aachen,Brand,6183234,50753249,de:05334:1147
AVV,1149,"Aachen, Brand Goertzbrunnstraße",05334002,Aachen,Brand,6180199,50752598,de:05334:1149
AVV,1151,"Aachen, Brand Heussstraße",05334002,Aachen,Brand,6155427,50751798,de:05334:1151
AVV,1153,"Aachen, Brand Kollenbruch",05334002,Aachen,Brand,6162423,50742637,de:05334:1153
AVV,1155,"Aachen, Brand Niederforstbach",05334002,Aachen,Brand,6157843,50741385,de:05334:1155
AVV,1157,"Aachen, Brand Rollefer Berg",05334002,Aachen,Brand,6165493,50745276,de:05334:1157
AVV,1159,"Aachen, Brand Schagenstraße",05334002,Aachen,Brand,6150527,50748253,de:05334:1159
AVV,1161,"Aachen, Brand Steinebrück",05334002,Aachen,Brand,6173744,50742935,de:05334:1161
AVV,1163,"Aachen, Brand Vennblick",05334002,Aachen,Brand,6166572,50742038,de:05334:1163
AVV,1165,"Aachen, Brand Wolferskaul",05334002,Aachen,Brand,6159793,50744070,de:05334:1165
AVV,1167,"Aachen, Schillerstraße",05334002,Aachen,Aachen,6078148,50762878,de:05334:1167
AVV,1169,"Aachen, Burtscheid",05334002,Aachen,Aachen,6093225,50760935,de:05334:1169
AVV,1171,"Aachen, Burtscheid Hauptstraße",05334002,Aachen,Aachen,6089705,50765684,de:05334:1171
AVV,1173,"Aachen, Gillesbachtal",05334002,Aachen,Aachen,6098944,50764472,de:05334:1173
AVV,1175,"Aachen, Habsburgerallee",05334002,Aachen,Aachen,6082245,50763298,de:05334:1175
AVV,1177,"Aachen, Heißberg",05334002,Aachen,Aachen,6094511,50759208,de:05334:1177
AVV,1179,"Aachen, Kapitelstraße",05334002,Aachen,Aachen,6093620,50767478,de:05334:1179
AVV,1181,"Aachen, Marienhospital",05334002,Aachen,Aachen,6097055,50762774,de:05334:1181
AVV,1183,"Aachen, Reumontstraße",05334002,Aachen,Aachen,6081654,50765905,de:05334:1183
AVV,1185,"Aachen, Rosenquelle",05334002,Aachen,Aachen,6096241,50766478,de:05334:1185
AVV,1187,"Aachen, Burtscheid Sebastianstraße",05334002,Aachen,Aachen,6086990,50761838,de:05334:1187
AVV,1189,"Aachen, Krauthausen",05334002,Aachen,Krauthausen (Aachen),6186584,50740425,de:05334:1189
AVV,1191,"Aachen, Waldschenke",05334002,Aachen,Aachen,6061627,50745485,de:05334:1191
AVV,1193,"Aachen, Westfriedhof",05334002,Aachen,Aachen,6049539,50769232,de:05334:1193
AVV,1195,"Aachen, Augustinerweg",05334002,Aachen,Aachen,6089810,50724593,de:05334:1195
AVV,1197,"Aachen, Sief Baumgartsweg",05334002,Aachen,Sief,6143198,50696385,de:05334:1197
AVV,1199,"Aachen, Eilendorf Bayerhaus",05334002,Aachen,Eilendorf,6179815,50777984,de:05334:1199
AVV,1201,"Aachen, Berensberg",05334002,Aachen,Aachen,6092047,50810403,de:05334:1201
AVV,1203,"Aachen, Bildchen Grenze (Wasserwerk)",05334002,Aachen,Aachen,6033971,50726547,de:05334:1203
AVV,1204,"Aachen, Süd Grenze",05334002,Aachen,Aachen,6045405,50731910,de:05334:1204
AVV,1205,"Aachen, Bildchen Zollamt",05334002,Aachen,Aachen,6040815,50730743,de:05334:1205
AVV,1207,"Aachen, Lichtenbusch Broichhausen",05334002,Aachen,Lichtenbusch,6130982,50700669,de:05334:1207
AVV,1209,"Aachen, Eich",05334002,Aachen,Aachen,6140626,50730467,de:05334:1209
AVV,1210,"Aachen, Eich (Schulbus)",05334002,Aachen,Aachen,6143040,50732666,de:05334:1210
AVV,1211,"Aachen, Richterich Ferberberg",05334002,Aachen,Richterich,6083035,50809107,de:05334:1211
AVV,1213,"Aachen, Verlautenheide Forsthaus",05334002,Aachen,Verlautenheide,6175001,50791035,de:05334:1213
AVV,1215,"Aachen, Grundhaus",05334002,Aachen,Aachen,6059925,50755033,de:05334:1215
AVV,1216,"Aachen, Kannegießerbach",05334002,Aachen,Aachen,6062210,50757899,de:05334:1216
AVV,1217,"Aachen, Grüne Eiche",05334002,Aachen,Aachen,6115714,50731142,de:05334:1217
AVV,1219,"Aachen, Heidbenden",05334002,Aachen,Aachen,6130606,50753617,de:05334:1219
AVV,1221,"Aachen, Hitfeld",05334002,Aachen,Aachen,6132426,50735960,de:05334:1221
AVV,1223,"Aachen, Hochgrundhaus",05334002,Aachen,Aachen,6060316,50750223,de:05334:1223
AVV,1225,"Aachen, Kornelimünster Iternberg",05334002,Aachen,Kornelimünster,6186549,50721098,de:05334:1225
AVV,1227,"Aachen, Laurensberg Kirschbäumchen",05334002,Aachen,Laurensberg,6027898,50800521,de:05334:1227
AVV,1229,"Aachen, Köpfchen Altes Zollamt",05334002,Aachen,Aachen,6090006,50723398,de:05334:1229
AVV,1231,"Aachen, Kornelimünster Klause",05334002,Aachen,Kornelimünster,6173783,50734323,de:05334:1231
AVV,1233,"Aachen, Krauthausen Siedlung",05334002,Aachen,Krauthausen (Aachen),6191061,50743951,de:05334:1233
AVV,1235,"Aachen, Rollefbachweg (Jugendbildungsstätte)",05334002,Aachen,Brand,6175005,50739239,de:05334:1235
AVV,1237,"Aachen, Linzenshäuschen",05334002,Aachen,Aachen,6090882,50736935,de:05334:1237
AVV,1239,"Aachen, Horbach Locht Zollmuseum",05334002,Aachen,Horbach,6020641,50845073,de:05334:1239
AVV,1241,"Aachen, Neu-Linzenshäuschen",05334002,Aachen,Aachen,6089032,50739975,de:05334:1241
AVV,1243,"Aachen, Brand Niederforstbach Bau",05334002,Aachen,Brand,6163938,50734068,de:05334:1243
AVV,1245,"Aachen, Brand Niederforstbach Pützgasse",05334002,Aachen,Brand,6161212,50736355,de:05334:1245
AVV,1247,"Aachen, Friesenrath Relais Königsberg",05334002,Aachen,Friesenrath,6180863,50682408,de:05334:1247
AVV,1249,"Aachen, Kornelimünster Schleckheimer Straße",05334002,Aachen,Kornelimünster,6164977,50723576,de:05334:1249
AVV,1251,"Aachen, Sief Abzweigung",05334002,Aachen,Sief,6133786,50696082,de:05334:1251
AVV,1253,"Aachen, Richterich Ürsfeld",05334002,Aachen,Richterich,6072327,50820188,de:05334:1253
AVV,1255,"Aachen, Richterich Vetschauer Berg",05334002,Aachen,Richterich,6045806,50807240,de:05334:1255
AVV,1256,"Aachen, Eilendorf Nirm Am Tunnel",05334002,Aachen,Eilendorf,6161714,50787477,de:05334:1256
AVV,1257,"Aachen, Laurensberg Zollhaus",05334002,Aachen,Laurensberg,6042054,50800661,de:05334:1257
AVV,1258,"Aachen, Eilendorf Markusstraße",05334002,Aachen,Eilendorf,6154312,50783226,de:05334:1258
AVV,1260,"Aachen, Eilendorf Bf",05334002,Aachen,Eilendorf,6154362,50785563,de:05334:1260
AVV,1261,"Aachen, Eilendorf Josefstraße",05334002,Aachen,Eilendorf,6144756,50779031,de:05334:1261
AVV,1262,"Aachen, Eilendorf Nirmer Platz",05334002,Aachen,Eilendorf,6154937,50787809,de:05334:1262
AVV,1263,"Aachen, Eilendorf Kaiserstraße",05334002,Aachen,Eilendorf,6147699,50781454,de:05334:1263
AVV,1264,"Aachen, Eilendorf Bahnhof (Wolfsbendenstraße)",05334002,Aachen,Eilendorf,6152079,50785422,de:05334:1264
AVV,1265,"Aachen, Eilendorf Karlstraße",05334002,Aachen,Eilendorf,6146268,50777213,de:05334:1265
AVV,1267,"Aachen, Eilendorf Linde",05334002,Aachen,Eilendorf,6157369,50777361,de:05334:1267
AVV,1268,"Aachen, Eilendorf Breitbenden",05334002,Aachen,Eilendorf,6163485,50774889,de:05334:1268
AVV,1269,"Aachen, Eilendorf Markt",05334002,Aachen,Eilendorf,6163417,50779600,de:05334:1269
AVV,1271,"Aachen, Eilendorf Rathaus",05334002,Aachen,Eilendorf,6153794,50780799,de:05334:1271
AVV,1273,"Aachen, Eilendorf Hahnweg",05334002,Aachen,Eilendorf,6159387,50782877,de:05334:1273
AVV,1277,"Aachen, Eilendorf Kirchfeld",05334002,Aachen,Eilendorf,6152488,50776162,de:05334:1277
AVV,1279,"Aachen, Eilendorf Rheingold",05334002,Aachen,Eilendorf,6171220,50777098,de:05334:1279
AVV,1281,"Aachen, Eilendorf Schubertstraße",05334002,Aachen,Eilendorf,6174101,50781795,de:05334:1281
AVV,1283,"Aachen, Eilendorf Hansmannstraße (Eilendf Bahnhof)",05334002,Aachen,Eilendorf,6154756,50784537,de:05334:1283
AVV,1285,"Aachen, Eilendorf St. Severin",05334002,Aachen,Eilendorf,6152047,50779957,de:05334:1285
AVV,1287,"Aachen, Eilendorf Stapperstraße",05334002,Aachen,Eilendorf,6152088,50783813,de:05334:1287
AVV,1289,"Aachen, Eilendorf Stollenweg",05334002,Aachen,Eilendorf,6155981,50781866,de:05334:1289
AVV,1290,"Aachen, Eilendorf Freunder Straße",05334002,Aachen,Eilendorf,6168569,50777165,de:05334:1290
AVV,1291,"Aachen, Neuhaus",05334002,Aachen,Aachen,6132115,50756078,de:05334:1291
AVV,1292,"Aachen, Eilendorf Schlackstraße",05334002,Aachen,Eilendorf,6169167,50774054,de:05334:1292
AVV,1293,"Aachen, Zeppelinstraße",05334002,Aachen,Aachen,6121929,50768252,de:05334:1293
AVV,1295,"Aachen, Adenauerallee",05334002,Aachen,Aachen,6126871,50766071,de:05334:1295
AVV,1297,"Aachen, Drimborn",05334002,Aachen,Aachen,6120668,50762932,de:05334:1297
AVV,1299,"Aachen, Drosselweg",05334002,Aachen,Aachen,6131544,50764538,de:05334:1299
AVV,1301,"Aachen, Forster Linde",05334002,Aachen,Aachen,6131830,50760358,de:05334:1301
AVV,1303,"Aachen, Hasencleverstraße",05334002,Aachen,Aachen,6118763,50766170,de:05334:1303
AVV,1305,"Aachen, Hickelweg",05334002,Aachen,Aachen,6131074,50768880,de:05334:1305
AVV,1307,"Aachen, Meisenweg",05334002,Aachen,Aachen,6137662,50767848,de:05334:1307
AVV,1309,"Aachen, Schönforst",05334002,Aachen,Aachen,6134430,50762746,de:05334:1309
AVV,1311,"Aachen, Schwalbenweg",05334002,Aachen,Aachen,6134923,50766494,de:05334:1311
AVV,1313,"Aachen, Staudenweg",05334002,Aachen,Aachen,6127868,50762798,de:05334:1313
AVV,1315,"Aachen, Tierpark",05334002,Aachen,Aachen,6116646,50764167,de:05334:1315
AVV,1317,"Aachen, Siegel",05334002,Aachen,Aachen,6098110,50752400,de:05334:1317
AVV,1319,"Aachen, Waldfriedhof",05334002,Aachen,Aachen,6108142,50745802,de:05334:1319
AVV,1320,"Aachen, Philipp-Neri-Weg (Reutershag)",05334002,Aachen,Aachen,6039050,50770719,de:05334:1320
AVV,1321,"Aachen, Bayernallee",05334002,Aachen,Aachen,6095254,50755584,de:05334:1321
AVV,1323,"Aachen, Bismarckturm",05334002,Aachen,Aachen,6103003,50747793,de:05334:1323
AVV,1325,"Aachen, Buschhausen (Kornelimünsterweg)",05334002,Aachen,Aachen,6104093,50753473,de:05334:1325
AVV,1326,"Aachen, Vinzenzplatz (Karl-Marx-Allee)",05334002,Aachen,Aachen,6102267,50754724,de:05334:1326
AVV,1327,"Aachen, Forster Weg",05334002,Aachen,Aachen,6100842,50757305,de:05334:1327
AVV,1329,"Aachen, Fuchserde (Waldfriedhof Nord)",05334002,Aachen,Aachen,6110010,50750807,de:05334:1329
AVV,1331,"Aachen, Löwenstein-Kaserne",05334002,Aachen,Aachen,6106881,50752005,de:05334:1331
AVV,1333,"Aachen, Rathenauallee",05334002,Aachen,Aachen,6098305,50757568,de:05334:1333
AVV,1335,"Aachen, Schöntal",05334002,Aachen,Aachen,6114720,50747521,de:05334:1335
AVV,1337,"Aachen, Debyestraße",05334002,Aachen,Aachen,6154524,50761462,de:05334:1337
AVV,1338,"Aachen, Gut Neuenhof",05334002,Aachen,Aachen,6153027,50758911,de:05334:1338
AVV,1339,"Aachen, Gut Weide",05334002,Aachen,Aachen,6151270,50763489,de:05334:1339
AVV,1341,"Aachen, Kellershaustraße",05334002,Aachen,Aachen,6163922,50765935,de:05334:1341
AVV,1343,"Aachen, Rödgerbach",05334002,Aachen,Aachen,6142386,50768831,de:05334:1343
AVV,1345,"Aachen, Zentis",05334002,Aachen,Aachen,6160229,50763675,de:05334:1345
AVV,1347,"Aachen, Zieglerstraße",05334002,Aachen,Aachen,6147678,50766029,de:05334:1347
AVV,1349,"Aachen, Am Gut Wolf",05334002,Aachen,Aachen,6104370,50788828,de:05334:1349
AVV,1351,"Aachen, Sportpark Soers",05334002,Aachen,Aachen,6100652,50794233,de:05334:1351
AVV,1353,"Aachen, Feldchen",05334002,Aachen,Aachen,6107013,50797365,de:05334:1353
AVV,1355,"Aachen, Grüner Winkel",05334002,Aachen,Aachen,6107973,50795539,de:05334:1355
AVV,1356,"Aachen, Schwarzer Weg",05334002,Aachen,Aachen,6111730,50794844,de:05334:1356
AVV,1357,"Aachen, Liebigstraße",05334002,Aachen,Aachen,6115233,50788835,de:05334:1357
AVV,1359,"Aachen, Lukasstraße",05334002,Aachen,Aachen,6108291,50791988,de:05334:1359
AVV,1361,"Aachen, Eulershof",05334002,Aachen,Aachen,6105527,50798913,de:05334:1361
AVV,1363,"Aachen, Prager Ring",05334002,Aachen,Aachen,6118885,50791870,de:05334:1363
AVV,1365,"Aachen, Strangenhäuschen",05334002,Aachen,Aachen,6110063,50803592,de:05334:1365
AVV,1367,"Aachen, Talbot",05334002,Aachen,Aachen,6109224,50784598,de:05334:1367
AVV,1369,"Aachen, Haaren Am Haarberg",05334002,Aachen,Haaren,6132045,50801564,de:05334:1369
AVV,1371,"Aachen, Haaren Birkenweg",05334002,Aachen,Haaren,6129638,50797962,de:05334:1371
AVV,1373,"Aachen, Haaren Denkmal",05334002,Aachen,Haaren,6127214,50798666,de:05334:1373
AVV,1375,"Aachen, Haaren Markt",05334002,Aachen,Haaren,6125786,50795018,de:05334:1375
AVV,1377,"Aachen, Haaren Tonbrennerstraße",05334002,Aachen,Haaren,6130186,50795948,de:05334:1377
AVV,1379,"Aachen, Gartenstraße",05334002,Aachen,Aachen,6069202,50770381,de:05334:1379
AVV,1381,"Aachen, Am Backes",05334002,Aachen,Aachen,6055273,50763907,de:05334:1381
AVV,1383,"Aachen, Am Friedrich",05334002,Aachen,Aachen,6052509,50763414,de:05334:1383
AVV,1385,"Aachen, Am Neuenhof",05334002,Aachen,Aachen,6059840,50766152,de:05334:1385
AVV,1387,"Aachen, Barbarossaplatz",05334002,Aachen,Aachen,6076039,50764498,de:05334:1387
AVV,1389,"Aachen, Couven-Gymnasium",05334002,Aachen,Aachen,6072238,50763296,de:05334:1389
AVV,1391,"Aachen, Franziskushospital",05334002,Aachen,Aachen,6070412,50764789,de:05334:1391
AVV,1393,"Aachen, Hanbruch Schwimmhalle West Ulla-Klinger-H.",05334002,Aachen,Aachen,6055533,50767656,de:05334:1393
AVV,1395,"Aachen, Jüdischer Friedhof",05334002,Aachen,Aachen,6072244,50766819,de:05334:1395
AVV,1397,"Aachen, Kronenberg",05334002,Aachen,Aachen,6052724,50765841,de:05334:1397
AVV,1399,"Aachen, Kuckelkorn",05334002,Aachen,Aachen,6062212,50769792,de:05334:1399
AVV,1400,"Aachen, Weststraße",05334002,Aachen,Aachen,6060385,50771204,de:05334:1400
AVV,1401,"Aachen, Preusweg",05334002,Aachen,Aachen,6065715,50760774,de:05334:1401
AVV,1402,"Aachen, Lennéstraße",05334002,Aachen,Aachen,6059817,50770180,de:05334:1402
AVV,1403,"Aachen, Venskyhäuschen",05334002,Aachen,Aachen,6056300,50768860,de:05334:1403
AVV,1405,"Aachen, Welkenrather Straße",05334002,Aachen,Aachen,6064512,50772281,de:05334:1405
AVV,1407,"Aachen, Horbach Forsterheide",05334002,Aachen,Horbach,6051247,50827050,de:05334:1407
AVV,1409,"Aachen, Horbach Forsterheide Kreuz",05334002,Aachen,Horbach,6057820,50828341,de:05334:1409
AVV,1411,"Aachen, Horbach",05334002,Aachen,Horbach,6041008,50835962,de:05334:1411
AVV,1413,"Aachen, Horbach Kirche",05334002,Aachen,Horbach,6045065,50833093,de:05334:1413
AVV,1415,"Aachen, Horbach Linde",05334002,Aachen,Horbach,6048370,50831285,de:05334:1415
AVV,1417,"Aachen, Am Hügel",05334002,Aachen,Aachen,6062276,50774952,de:05334:1417
AVV,1419,"Aachen, Am Weißenberg",05334002,Aachen,Aachen,6066998,50775848,de:05334:1419
AVV,1421,"Aachen, Auf der Hörn",05334002,Aachen,Aachen,6055194,50781050,de:05334:1421
AVV,1422,"Aachen, Maria-Lipp-Straße",05334002,Aachen,Aachen,6044027,50786448,de:05334:1422
AVV,1423,"Aachen, Forckenbeckstraße",05334002,Aachen,Aachen,6050719,50785627,de:05334:1423
AVV,1424,"Aachen, Floriansdorf",05334002,Aachen,Aachen,6047559,50787831,de:05334:1424
AVV,1427,"Aachen, Halifaxstraße",05334002,Aachen,Aachen,6058000,50779529,de:05334:1427
AVV,1428,"Aachen, Rabentalweg (Mensa Vita)",05334002,Aachen,Aachen,6047480,50780289,de:05334:1428
AVV,1429,"Aachen, Hörn Kastanienweg",05334002,Aachen,Aachen,6054618,50785536,de:05334:1429
AVV,1430,"Aachen, Wilfried-König-Straße",05334002,Aachen,Aachen,6044505,50782798,de:05334:1430
AVV,1431,"Aachen, Hörn Brücke",05334002,Aachen,Aachen,6052096,50786966,de:05334:1431
AVV,1433,"Aachen, Campus Melaten (Physikzentrum)",05334002,Aachen,Aachen,6050673,50782472,de:05334:1433
AVV,1435,"Aachen, Hörnstieg",05334002,Aachen,Aachen,6057680,50784231,de:05334:1435
AVV,1439,"Aachen, Melatener Straße",05334002,Aachen,Aachen,6058720,50776706,de:05334:1439
AVV,1441,"Aachen, Mies-van-der-Rohe-Straße",05334002,Aachen,Aachen,6068423,50780512,de:05334:1441
AVV,1442,"Aachen, Hainbuchenstraße",05334002,Aachen,Aachen,6063712,50778349,de:05334:1442
AVV,1443,"Aachen, Muffet",05334002,Aachen,Aachen,6057313,50774693,de:05334:1443
